label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
3	1155 m/s	0.3517	football	San Bernardino, Fremont	0.6458	boxing, motor sports	0.8559	713	Santa Ana, Modesto, Stockton, Irvine, Los Angeles	0.8356
0	984 m/s	0.642	tennis	Fremont, Bakersfield, Stockton, Santa Clarita	0.4658	badminton	0.5164	-433	San Jose, Anaheim, Long Beach	0.0322
4	566 m/s	0.4546	running	Sacramento	0.6303	motor sports, ice hockey	0.365	1486	Anaheim, Oakland	0.8643
3	780 m/s	-0.4105	badminton	San Bernardino, Fremont, Bakersfield, Fresno, Santa Clarita, San Francisco, Stockton	0.5819	tennis	1.1924	501	San Bernardino	0.9653
2	810 m/s	-0.0796	volleyball	Moreno Valley	0.1911	golf, baseball	1.3376	351	Chula Vista, Santa Clarita, Fresno, Bakersfield, Fremont	NULL
1	483 m/s	-0.1136	boxing	San Diego	0.5408	soccer	0.7746	865	Moreno Valley	0.7582
4	541 m/s	0.861	running	Sacramento	1.1492	motor sports	0.4771	1218	San Jose, Oakland	0.9391
3	1344 m/s	0.1635	volleyball	Fremont, Stockton, San Bernardino, Chula Vista, Bakersfield	0.2445	TRACK & FIELD	0.8689	112	Riverside, Irvine, Santa Ana	1.5258
3	704 m/s	0.8433	boxing	Santa Clarita, Stockton	-0.0709	tennis	0.6743	802	Stockton, Los Angeles, Riverside	0.753
3	1409 m/s	0.0853	golf	Fremont, Fresno	0.1807	track & field	1.0289	-375	Los Angeles, Modesto, Stockton, Santa Ana	0.7227
4	584 m/s	0.4927	RUNNING		0.9921	boxing, motor sports	0.6644	643	Oakland, Anaheim	1.444
1	1028 m/s	0.6666	golf	Modesto, Long Beach	0.5991	soccer	0.4973	507	Moreno Valley	1.1252
4	8 m/s	1.1519	SOCCER	Sacramento	0.5805	ice hockey	0.3051	1003	Long Beach, Anaheim, San Jose	1.1396
2	750 m/s	0.0902	track & field	San Diego, Long Beach	-0.1681	baseball	0.4691	73	Chula Vista, Bakersfield, Santa Clarita, Fremont, San Francisco	1.2059
1	758 m/s	0.3746	golf	Modesto, San Diego	0.66	soccer	0.9473	592	San Bernardino	N/A
3	849 m/s	0.4294	football	Stockton, San Bernardino, Chula Vista	0.3136	TENNIS	0.6162	18	Los Angeles, Riverside, Santa Ana, Stockton	1.4151
0	404 m/s	0.0215	ice hockey	stockton, san bernardino, fresno	0.603	badminton	0.3698	-451	SAN DIEGO	0.5661
1	1020 m/s	0.661	NULL	San Diego, Long Beach	1.2143	football, volleyball	0.6388	308	San Bernardino	1.0736
2	1526 m/s	0.1756	track & field	Anaheim, Oakland, Moreno Valley	0.3704	baseball, golf	1.1494	301	Fremont, Chula Vista, Fresno, San Francisco, Bakersfield	1.0323
0	1413 m/s	n/a	ice hockey	San Jose	0.7736	badminton	1.2394	-256	Sacramento	1.0255
0	868 m/s	0.98	basketball	Riverside, Santa Ana	0.7485	badminton	0.6485	678	Sacramento	1.1857
1	755 m/s	0.1325	soccer	San Diego	1.023	volleyball	1.5026	636	Moreno Valley	1.0153
3	1032 m/s	0.015	baseball	Santa Clarita, Fresno, San Francisco, Chula Vista	0.4966	track & field	0.7776	769	San Bernardino	0.9913
2	651 m/s	0.2151	motor sports	Anaheim	0.7251	baseball	0.5487	672	Fremont, San Francisco, Santa Clarita, Chula Vista	1.6412
0	707 m/s	0.8928	tennis	Riverside	0.6866	badminton	1.2554	172	Sacramento	0.2631
0	1270 m/s	0.657	basketball	San Jose, Riverside	0.1704	badminton	-0.012	226	San Diego	0.6273
0	888 m/s	0.8582	basketball	Irvine, Riverside	0.6716	football	0.6595	95	San Diego	0.3535
1	466 m/s	0.7128	golf	San Diego, Modesto	0.4146	soccer	0.4717	776	Anaheim, San Jose	1.3495
3	684 m/s	0.2793	badminton	Santa Clarita, San Francisco, Chula Vista, San Bernardino, Stockton, Bakersfield, Fremont	-0.0824	track & field	0.7314		Los Angeles	0.5759
4	704 m/s	0.5304	soccer	Sacramento	0.8113	baseball	0.5909	-181	Long Beach	0.9271
0	316 m/s	0.8912	ice hockey	Santa Ana, Irvine, Riverside	0.8211	badminton	0.9444	-384	San Diego	-0.1567
3	577 m/s	1.0176	badminton	Fresno, San Francisco, Santa Clarita, Fremont, Chula Vista	1.1084	track & field	1.0849	806	Los Angeles, Santa Ana, Modesto, Riverside	1.1116
1	480 m/s	0.8469	boxing	Irvine	0.9081	football, volleyball	1.4536	834	San Bernardino	0.4617
0	1355 m/s	0.7657	basketball	Santa Ana, San Jose	0.4141	badminton	0.5195	-65	Anaheim	0.379
3	893 m/s	0.4489	baseball	Bakersfield, San Bernardino, San Francisco, Santa Clarita, Chula Vista, Fresno	1.2721	tennis	1.1727	3	Los Angeles	0.8336
0	479 m/s	0.0903	tennis	Irvine, Santa Ana	1.1554	badminton	0.5721	353	San Diego	0.1597
4	348 m/s	0.8274	running	Sacramento	0.7373	boxing, motor sports	0.4174	928	Oakland	1.5019
0	1086 m/s	-0.1544	ice hockey	Irvine, San Jose	1.2316	badminton	1.1124	273	Sacramento	0.0753
4	406 m/s	0.6083	soccer	Sacramento	0.288	basketball	0.225	723	Oakland, San Jose, Anaheim	1.05
4	63 m/s	0.8072	volleyball	Sacramento	0.9762	basketball, ice hockey, motor sports	0.6482	1014	Anaheim, Long Beach, Oakland	0.9312
2	848 m/s	0.334	volleyball	Moreno Valley, Anaheim	-0.1531	baseball	0.843	1089	Santa Clarita, Fresno, Bakersfield, Chula Vista, San Francisco	1.1167
4	502 m/s	0.3276	soccer	Sacramento	0.762	motor sports, basketball, ice hockey	0.2909	91	Anaheim	0.9861
3	1232 m/s	0.1583	BASEBALL	San Francisco, Fremont, San Bernardino, Chula Vista, Fresno, Santa Clarita, Stockton	0.5185	tennis	0.6753	8	Los Angeles, Irvine, Stockton, Modesto, Santa Ana	0.8289
4	603 m/s	0.4152	soccer		1.0464	basketball, motor sports	1.1839	483	Oakland	1.0447
2	1268 m/s	-0.038	track & field	Moreno Valley, Anaheim, Oakland	0.1452	baseball	0.7858	457	Santa Clarita, Fremont, San Francisco, Fresno	1.0649
4	-49 m/s	0.1621	soccer	None	1.0587	motor sports	0.5688	938	Santa Clarita, Fresno	0.6658
3	1067 m/s	0.7094	baseball	Fremont, Fresno, Bakersfield, Santa Clarita, San Bernardino, San Francisco, Chula Vista	0.6364	tennis	0.4305	79	San Diego	0.5029
1	989 m/s	0.0577	golf	San Diego	0.8922	track & field	0.8619	649	Oakland, Anaheim, Long Beach	0.715
0	534 m/s	0.2027	ice hockey	Santa Ana	0.8022	badminton	0.9418	-138	Moreno Valley	
1	627 m/s	0.7656	golf	Long Beach, Modesto	0.58	volleyball	1.2038	499	Sacramento	0.6027
2	772 m/s	0.5854	motor sports	Oakland, Los Angeles	0.1711	baseball	0.805	769	San Francisco, Fresno	0.8434
1	1084 m/s	0.1209	golf	Long Beach, San Diego	0.6563	soccer, football	0.8793	86	san bernardino	0.7505
4	448 m/s	0.3975	soccer	Sacramento	-0.1699	boxing, basketball, ice hockey	-0.0825	1302	Oakland, Long Beach, San Jose	1.0038
2	918 m/s	0.4708	running	Modesto	0.377	baseball, golf	0.8267	132	Bakersfield, San Francisco	0.7148
4	401 m/s	0.8263	running	Sacramento	1.0865	ice hockey, motor sports	-0.0255	854	San Jose, Oakland	0.5958
4	955 m/s	0.494	badminton	Sacramento	0.8798	boxing	-0.0391	514	San Jose	1.0441
0	1505 m/s	0.3657	tennis	San Jose, Santa Ana, Riverside	0.7135	badminton	0.1372	104	Sacramento	0.3474
4	482 m/s	0.4654	soccer	Sacramento	0.6701	basketball	0.5632	565	Oakland, Long Beach	0.894
3	1009 m/s	0.6076	badminton	San Bernardino, San Francisco, Santa Clarita	-0.3326	tennis	0.8938	262	Stockton, Riverside, Irvine, Los Angeles	0.7558
4	611 m/s	0.4922	running	Sacramento	0.3222	basketball, motor sports	-0.0916	715	Oakland	1.2457
1	1005 m/s	0.8918	boxing	mODESTO	n/a	baseball	0.686	1119	N/A	0.7925
1	928 m/s	0.7327	boxing	San Diego	1.1265	track & field	0.794	258	Moreno Valley	0.769
3	1648 m/s	0.0629	football	Stockton, Chula Vista	0.2518	track & field	1.2675	784	Los Angeles, Riverside, Stockton, Modesto	1.067
4	344 m/s	0.6207	basketball	Sacramento	0.8146	ice hockey	-0.3758	648	Anaheim	0.9496
1	604 m/s	-0.2982	badminton	Modesto, Long Beach	1.1565	running	0.8672	1065	San Diego	1.415
4	373 m/s	0.1682	running	Sacramento	0.5191	motor sports, ice hockey, basketball	0.8576	160	San Jose	1.1285
3	1102 m/s	0.4642	baseball	San Francisco, Fremont, Fresno, Santa Clarita, Bakersfield	1.1043	track & field	1.015	-483	Modesto, Irvine, Riverside, Santa Ana	0.8728
3	534 m/s	0.1922	baseball	Sacramento	0.3253	tennis	0.5968	564	Stockton, Riverside, Santa Ana, Irvine	1.03
2	1272 m/s	0.189	motor sports	Los Angeles	0.3285	baseball, running	0.7413	166	Long Beach, Oakland	0.5585
0	1256 m/s	0.878	basketball	San Jose, Santa Ana, Riverside	0.9872	badminton	0.6707	68	San Diego	0.3357
2	1316 m/s	0.5655	Volleyball	Los Angeles, Oakland	0.0744	golf	0.909	553	San Jose	0.9251
2	731 m/s	0.1965	volleyball	Moreno Valley	0.0849	boxing, ice hockey, basketball	0.6856	356	bAKERSFIELD, sAN fRANCISCO, sANTA cLARITA, fREMONT	0.5167
2	1013 m/s	0.376	boxing	Anaheim, Oakland, Los Angeles	0.7943	baseball, running	0.5548	1335	Fresno, San Francisco, Bakersfield	0.6553
4	544 m/s	0.7805	running	Sacramento	0.5743	motor sports	0.6194	n/a	San Jose, Oakland, Anaheim	0.6894
1	1015 m/s	1.02	golf	San Diego, Long Beach	1.1234	football, volleyball	0.801	1735	San Bernardino	0.7382
0	1037 m/s	0.2594	basketball	Santa Ana, Riverside	0.892	badminton	0.3371	307	San Diego	-0.0784
4	661 m/s	0.7887	running	Sacramento	0.7112	n/a	-0.0308	130	Oakland, San Jose, Long Beach	0.6741
2	1114 m/s	0.3855	BASKETBALL	?	0.0368	golf	1.2215	911	Santa Clarita, Fremont	1.1662
4	226 m/s	0.5369	?	SACRAMENTO	1.1054	motor sports, ice hockey, boxing	0.4184	1440	San Jose	1.079
3	307 m/s	0.1884	Baseball	San Bernardino, Chula Vista, Santa Clarita, Fremont, Bakersfield, Stockton	0.7729	track & field	1.4166	-163	Riverside, Stockton, Irvine, Santa Ana, Los Angeles	1.2065
0	778 m/s	0.5801	tennis	San Jose, Santa Ana	0.6199	badminton	None	-102	San Diego	-0.034
3	1337 m/s	0.6407	football	Chula Vista, San Bernardino, Fresno, San Francisco, Santa Clarita, Bakersfield, Fremont	0.3419	track & field	1.0782	474	Anaheim, San Jose	0.2806
2	1414 m/s	0.5229	motor sports	Los Angeles, Moreno Valley, Oakland	0.1613	baseball, golf	0.3407	944	bakersfield, fresno, santa clarita	1.1906
1	1047 m/s	0.6532	boxing	San Diego	0.8833	football	1.108	?	Moreno Valley	0.5413
3	1604 m/s	0.7561	football	Stockton	0.5329	track & field	0.9895	110	Irvine, Riverside	0.2744
0	915 m/s	-0.3963	basketball	Riverside, Santa Ana	0.203	badminton	1.1855	-388	Sacramento	0.2756
3	510 m/s	0.235	baseball	Sacramento	0.4274	track & field	0.777	897	Los Angeles	0.6048
3	1169 m/s	0.037	badminton	San Francisco	0.9403	track & field	0.9452	312	Riverside	1.3689
2	1059 m/s	0.2195	motor sports	Los Angeles, Oakland, Anaheim	0.3696	golf	0.9817	1080	Santa Clarita	1.1697
1	236 m/s	0.4867	golf	San Diego	0.9889	NULL	0.9585	809	Moreno Valley	1.0956
4	384 m/s	0.401	soccer	Sacramento	0.669	golf, baseball	0.0174	404	San Jose, Oakland	NULL
4	220 m/s	0.6378	running	San Diego, Long Beach	0.7306	badminton	0.31	1409	San Jose, Anaheim	0.3605
4	312 m/s	0.3569	running	Sacramento	0.8	basketball, boxing, ice hockey	0.322	1400	Santa Clarita, Chula Vista, Fremont	0.7457
2	929 m/s	0.6273	motor sports	Anaheim	0.1234	golf	0.9207	1174	San Diego	0.9699
0	1155 m/s	0.2001	ice hockey	Santa Ana, San Jose, Riverside	0.3416	badminton	0.9112	753	sacramento	0.7575
2	1197 m/s	0.2482	volleyball	Anaheim	0.2281	running	0.738	918	Fresno, Santa Clarita, Bakersfield	1.3449
0	1219 m/s	0.637	ice hockey	Irvine, Santa Ana	0.5248	badminton	0.7063	-45	Sacramento	0.7299
1	925 m/s	0.2499	boxing	Modesto	0.7246	volleyball, football	0.8587	1071	Moreno Valley	0.9796
1	751 m/s	0.4394	boxing	San Diego	0.746	football	1.209	408	San Bernardino	0.7743
1	618 m/s	0.5542	golf	Modesto	0.5666	football, volleyball	1.1187	831	Sacramento	0.8375
3	935 m/s	0.964	motor sports	Fresno, Fremont, San Francisco, San Bernardino, Bakersfield	0.503	Tennis	1.2612	-280	Santa Ana, Los Angeles, Irvine, Modesto	1.1248
1	824 m/s	0.6562	golf	Modesto	0.8833	football	1.0021	1297	Moreno Valley	1.2932
3	1029 m/s	0.3328	badminton	Stockton, Fresno, Bakersfield	0.5739	tennis	0.5233	510	San Diego	0.7147
1	777 m/s	0.1622	baseball	sAN dIEGO	0.8324	soccer, football	1.3362	2163	Moreno Valley	0.4178
2	1165 m/s	-0.4128	volleyball	Moreno Valley, Los Angeles, Oakland	0.3565	running	0.9535	537	Santa Clarita, Fresno	1.071
2	926 m/s	0.3705	track & field	Los Angeles, Oakland, Anaheim	-0.2205	ice hockey, motor sports, boxing	1.7251	-288	San Francisco, Bakersfield, Fremont, Santa Clarita	1.062
4	1099 m/s	0.677	soccer	Sacramento	0.6502	ice hockey	0.5882	1659	Stockton, Los Angeles	0.848
4	626 m/s	0.9532	running	Sacramento	0.6004	motor sports, basketball	0.3909	753	Anaheim, Long Beach, Oakland	1.2855
3	1178 m/s	-0.2998	badminton	Santa Clarita, Fresno, Bakersfield, Stockton, San Bernardino, San Francisco	0.8125	tennis	0.4637	280	Irvine, Santa Ana, Riverside, Modesto, Los Angeles	1.0116
0	790 m/s	0.2642	basketball	Riverside	0.9392	badminton	0.769	-119	San Diego	0.7121
4	1214 m/s	1.0577	running	Sacramento	0.6588	boxing, basketball	0.4544	414	Oakland, San Jose	0.3052
0	983 m/s	0.2298	ice hockey	Riverside	0.9728	badminton	0.4604	-46	San Diego	0.5657
4	1015 m/s	0.6445	soccer	Sacramento	0.1987	boxing	-0.0758	708	SAN JOSE, LONG BEACH, ANAHEIM	0.8243
2	834 m/s	0.8129	track & field	Los Angeles, Moreno Valley, Anaheim	0.0715	baseball	1.1364	478	Chula Vista, Fremont, Santa Clarita, San Francisco, Bakersfield	1.1126
2	1267 m/s	0.4837	volleyball	Oakland, Anaheim	0.2788	baseball, running	0.8661	1395	Fremont, Chula Vista, Santa Clarita	0.9397
2	933 m/s	0.2512	motor sports	Oakland	?	golf	0.5363	668	Los Angeles, Irvine, Riverside, Santa Ana	1.3631
3	825 m/s	0.6225	baseball	San Bernardino, San Francisco, Fresno, Santa Clarita, Chula Vista	0.7617	track & field	0.8642	-122	Stockton, Los Angeles	1.1858
2	1042 m/s	0.2194	track & field	Irvine	0.3022	tennis	0.7174	1320	Bakersfield	1.6902
4	283 m/s	0.3142	SOCCER	Sacramento	0.7982	ice hockey	-0.0233	1139	San Jose, Oakland	0.1742
1	988 m/s	0.8641	boxing	mODESTO	1.211	volleyball, football	0.8761	922	San Bernardino	1.0343
0	1106 m/s	0.7147	soccer	San Jose, Irvine	0.5268	volleyball, football	1.1288	-813	San Diego	0.0654
3	1534 m/s	0.2116	baseball	Bakersfield, Fremont	0.5111	tennis	1.1478	172	Modesto, Santa Ana	0.8651
0	1245 m/s	0.4746	tennis	Riverside, Irvine, San Jose	0.5421	badminton	0.4481	94	Santa Ana, Modesto, Los Angeles	0.6285
3	382 m/s	0.8685	baseball	Santa Clarita, Fresno, Chula Vista, Bakersfield, San Francisco, Stockton, Fremont	0.5681	track & field	1.5133	20	San Bernardino	0.8763
0	1136 m/s	0.3647	basketball	Santa Ana, Irvine	0.4964	badminton	0.6089	-244	San Diego	0.2886
2	883 m/s	-0.0206	motor sports	Anaheim, Los Angeles	-0.3543	baseball, golf	1.4762	768	San Francisco, Chula Vista	1.1227
0	965 m/s	0.7642	boxing	Irvine, San Jose	0.7121	badminton	0.6299	-515	Sacramento	0.4694
0	1190 m/s	-0.0372	golf	Riverside, Santa Ana, San Jose	0.9674	badminton	0.625	-556	San Diego	0.2871
4	930 m/s	1.3781	running	Chula Vista, Bakersfield, San Bernardino, San Francisco, Santa Clarita	0.9783	basketball, motor sports	-0.3854	539	Anaheim	0.7796
0	901 m/s	0.034	basketball	Santa Ana, San Jose	0.7206	badminton	0.5992	103	San Diego	0.2599
4	735 m/s	0.9242	volleyball	Sacramento	1.0309	boxing	0.0705	914	Oakland, San Jose, Long Beach	1.2256
2	764 m/s	0.7007	track & field	Los Angeles, Anaheim, Oakland	0.2259	golf, baseball	1.1144	515	Fresno, Chula Vista	0.7133
3	1331 m/s	-0.0185	golf	Santa Clarita, Chula Vista, Fremont, San Bernardino, San Francisco, Fresno	0.3329	track & field	1.1677	-369	Irvine, Santa Ana	0.7462
2	1085 m/s	0.5671	track & field	Los Angeles	-0.2773	baseball, golf	1.2317	425	Fremont, Fresno, Bakersfield, San Francisco, Santa Clarita	0.9135
4	982 m/s	0.4513	running	Sacramento	0.8192	motor sports, ice hockey, boxing	0.5243	1217	Sacramento	0.9752
4	462 m/s	0.8936	soccer	Sacramento	0.9771	boxing, ice hockey	-0.3039	955	Moreno Valley	0.8067
2	1037 m/s	0.8484	track & field	Moreno Valley, Anaheim	0.5073	running, golf	0.638	700	Chula Vista, Fremont, Bakersfield	1.2726
1	1091 m/s	0.5552	badminton	Modesto	0.8571	soccer, volleyball	0.9186	1037	San Bernardino	1.221
0	451 m/s	0.4238	basketball	San Jose	0.3371	badminton	0.732	-660	Sacramento	0.5489
4	531 m/s	0.9021	running	Santa Ana	0.7573	ice hockey, motor sports	0.235	624	Anaheim	0.6843
1	303 m/s	0.5869	golf	Modesto, San Diego	0.6853	football, soccer	1.283	1247	Stockton, Modesto, Riverside, Santa Ana	1.8664
1	995 m/s	0.1636	golf	Long Beach, San Diego	0.8187	soccer, volleyball	0.9946	1741	Moreno Valley	0.4712
1	603 m/s	0.247	golf	San Diego	0.9694	volleyball	1.1696	1056	San Bernardino	1.2864
0	1518 m/s	0.1408	basketball	Irvine, Santa Ana	0.4976	tennis	0.7487	-358	San Diego	0.2607
2	721 m/s	0.5565	volleyball	Oakland, Los Angeles	0.25	running	1.026	422	Fremont, Fresno, San Francisco	0.9756
0	1094 m/s	0.5083	boxing	San Jose, Riverside	0.6319	badminton	0.379	79	Anaheim, Long Beach, Oakland	0.4015
1	859 m/s	0.2624	golf	Long Beach, Modesto	0.5412	volleyball, soccer	0.9489	1106	Moreno Valley	NULL
3	1281 m/s	0.2447	football	Fremont, San Bernardino, Fresno, Bakersfield, Stockton	0.3876	track & field	0.9461	648	Modesto, Irvine, Stockton, Riverside	1.1052
4	545 m/s	1.3488	soccer	Sacramento	0.5771	ice hockey, motor sports	0.0104	1366	Oakland, San Jose, Anaheim	1.6422
3	610 m/s	0.1469	badminton	Chula Vista, Santa Clarita	0.78	tennis	1.1167	-26	Los Angeles, Stockton, Riverside, Santa Ana, Irvine	1.0754
2	1163 m/s	0.0088	volleyball	Anaheim, Oakland, Moreno Valley	0.3519	golf, running	1.0934	235	Santa Clarita	1.3555
2	1005 m/s	0.7163	boxing	Anaheim, Moreno Valley	-0.103	baseball, running	1.3216	619	cHULA vISTA, fRESNO, bAKERSFIELD, fREMONT	1.0318
2	1361 m/s	0.5796	track & field	Oakland, Moreno Valley, Los Angeles	0.0232	running, golf	0.6555	303	Chula Vista	1.1228
2	967 m/s	0.4848	track & field	Anaheim, Moreno Valley	0.1647	soccer, football	1.0336	286	Fresno	1.226
4	626 m/s	0.777	ice hockey	Moreno Valley, Los Angeles, Oakland	1.0928	boxing, ice hockey	0.1711	222	Anaheim	1.0774
4	561 m/s	0.4175	ice hockey	Sacramento	1.1532	motor sports	0.3177	948	San Jose	0.9785
3	934 m/s	0.6406	baseball	Stockton, Fresno, Bakersfield, Santa Clarita, Chula Vista, Fremont, San Bernardino	0.1062	tennis	1.0266	119	Stockton, Riverside	0.9357
1	1048 m/s	0.9431	golf	Fresno, Santa Clarita, Stockton, Bakersfield, Chula Vista, San Francisco	0.7889	volleyball, soccer	1.4245	573	Stockton, Los Angeles	0.8157
3	1446 m/s	-0.0019	football	Chula Vista, Fremont, San Bernardino, Stockton, Santa Clarita, Bakersfield, Fresno	0.4115	tennis	1.5252	863	Modesto, Stockton, Los Angeles, Riverside, Irvine	0.9949
0	1347 m/s	0.1857	track & field	Santa Ana, Irvine, Riverside	0.7615	badminton	1.3497	43	San Diego	0.1615
4	234 m/s	0.9245	soccer	Sacramento	1.371	basketball, boxing, ice hockey	0.3297	N/A	Long Beach, San Jose	1.1987
0	969 m/s	0.468	tennis	Santa Ana	0.6076	badminton	0.8116	-301	San Diego	0.8525
0	1000 m/s	0.2389	baseball	San Jose, Santa Ana	0.3176	badminton	0.8659	-181	San Jose, Oakland	0.2849
3	769 m/s	N/A	badminton	Fremont	0.2073	tennis	0.9197	-117	San Diego	1.0736
2	603 m/s	0.3952	volleyball	Oakland	0.2503	running	0.5695	661	Santa Clarita, Fresno, Bakersfield, Chula Vista, San Francisco	1.2097
3	648 m/s	-0.091	running	Fresno, Santa Clarita, Fremont	0.5578	track & field	0.8102	295	lOS aNGELES	1.0017
4	-186 m/s	0.6465	running	Sacramento	0.5673	BASKETBALL, MOTOR SPORTS	0.303	1116	Oakland, Long Beach, Anaheim	0.8823
1	1302 m/s	0.1737	golf	Long Beach, San Diego	0.9281	soccer, volleyball	1.1152	1109	San Bernardino	0.7718
1	906 m/s	-0.0717	boxing	Modesto, San Diego	0.8383	track & field	0.8122	1641	San Bernardino	0.841
1	638 m/s	0.3242	golf	Modesto	0.7747	volleyball, soccer	1.1423	703	San Bernardino	0.526
3	1316 m/s	-0.1575	boxing	Santa Clarita, Chula Vista	0.3261	tennis	0.9761	613	Santa Ana, Stockton	0.7278
2	592 m/s	-0.0019	football	Oakland	0.7326	running	0.8513	777	Fremont, San Francisco, Chula Vista, Santa Clarita, Fresno	NULL
4	501 m/s	0.7146	running	sacramento	0.7957	ice hockey	0.0651	148	Anaheim, Long Beach	0.3427
4	253 m/s	0.8994	running	Sacramento	0.9091	ice hockey, boxing	0.3523	521	lONG bEACH, aNAHEIM, sAN jOSE	0.6667
3	845 m/s	-0.1364	baseball	Chula Vista, Bakersfield, San Francisco, Fresno, Fremont	0.9545	tennis	1.0252	12	Riverside	1.1561
1	1580 m/s	0.804	VOLLEYBALL	San Diego, Modesto	0.8964	football	1.3917	2	Irvine, Stockton, Los Angeles, Modesto	0.5977
0	1158 m/s	0.5479	tennis	Irvine, Riverside, San Jose	0.7628	badminton	0.4204	-14	Sacramento	0.734
3	1314 m/s	0.4711	baseball	San Francisco, Fremont, Stockton, Fresno, Chula Vista, Bakersfield, Santa Clarita	1.1312	track & field	1.3976	541	Stockton, Riverside, Santa Ana, Los Angeles, Irvine	0.4936
2	1077 m/s	0.9318	golf	Anaheim, Los Angeles	0.3645	running	1.0616	794	Bakersfield, San Francisco, Fresno	0.9165
1	1100 m/s	1.004	golf	Modesto, Long Beach	1.1152	volleyball, soccer	1.0216	1078	San Bernardino	1.5794
3	1228 m/s	0.509	football	Stockton, Fresno, Santa Clarita, San Francisco	0.4679	?	1.2937	842	Irvine, Los Angeles	0.7792
4	204 m/s	0.5687	soccer	Sacramento	0.6816	boxing, ice hockey, basketball	0.3677	-298	Moreno Valley	0.5903
4	530 m/s	0.6549	running	Sacramento	0.6076	N/A	0.7743	475	lONG bEACH, aNAHEIM, sAN jOSE	0.8978
1	1295 m/s	0.1654	badminton	San Diego, Modesto	1.0648	volleyball, football	1.1764	331	Moreno Valley	0.973
0	1542 m/s	-0.1231	tennis	San Jose	0.7702	badminton	0.8665	167	San Diego	0.6951
1	449 m/s	0.7218	golf	Long Beach	1.0611	football, volleyball	0.6998	842	Moreno Valley	0.8938
1	1387 m/s	0.0452	golf	Modesto, San Diego	0.5594	soccer, volleyball	1.1347	1034	San Bernardino	1.2989
3	591 m/s	0.2638	badminton	Santa Clarita, Stockton, Fremont, Bakersfield	0.5425	track & field	0.2056	1044	Stockton, Santa Ana, Los Angeles, Irvine, Riverside	1.0846
3	394 m/s	0.2815	badminton	San Francisco, Bakersfield, Chula Vista	0.558	tennis	1.1604	-339	Sacramento	1.0895
2	1071 m/s	0.9524	motor sports	Moreno Valley, Los Angeles	0.2606	motor sports	1.2534	576	Bakersfield	0.6188
0	1265 m/s	0.3748	ice hockey	Irvine, Santa Ana, Riverside	0.758	badminton	0.9402	-102	San Diego	0.7663
1	504 m/s	0.5338	boxing	Fresno, Bakersfield, Stockton, Chula Vista, San Bernardino, Santa Clarita	0.7429	football, soccer	1.2416	-327	Moreno Valley	0.4971
2	1072 m/s	0.3259	motor sports	Oakland, Anaheim, Los Angeles	0.0538	baseball, running	0.8507	719	Santa Clarita, Fresno	1.0217
0	979 m/s	0.5636	ice hockey	Santa Ana, San Jose, Irvine	1.1515	badminton	0.7123	164	San Diego	0.3495
4		0.107	soccer	Sacramento	0.6258	boxing	0.354	1077	Long Beach, Oakland	0.9245
2	1219 m/s	-0.1577	boxing	Los Angeles, Moreno Valley, Oakland	-0.1945	running, golf	1.0673	550	Bakersfield, Chula Vista	1.0133
0	505 m/s	0.3593	tennis	San Jose, Riverside	0.9077	badminton	0.6016	-342	San Diego	0.3261
4	-204 m/s	1.0791	soccer	Sacramento	0.7642	boxing, basketball	0.8223	941	San Jose, Oakland, Anaheim	0.904
4	-67 m/s	0.3332	soccer	Sacramento	0.8977	boxing, ice hockey, motor sports	0.061	1512	Oakland, San Jose, Anaheim	0.7581
4	512 m/s	0.646	soccer	Sacramento	0.7589	boxing, basketball, ice hockey	0.1624	952	Long Beach, San Jose, Anaheim	1.2328
0	1235 m/s	0.0514	basketball	Riverside	0.3613	badminton	0.1798	-419	Fresno, Bakersfield, Fremont, Chula Vista, San Francisco	0.1534
1	284 m/s	0.583	golf	lONG bEACH, mODESTO	0.4968	track & field	1.1209	1085	San Bernardino	1.1038
1	1030 m/s	0.1504	boxing	San Diego, Long Beach	1.1095	volleyball	1.0329	1676	Moreno Valley	1.4258
0	1290 m/s	0.3835	tennis	San Jose, Riverside, Santa Ana	0.7271	badminton	0.4381	381	San Diego	0.5651
1	662 m/s	0.7555	golf	Long Beach, Modesto	0.9275	soccer, football	0.9399	830	Moreno Valley	1.0475
1		0.8452	Boxing	San Diego	0.8499	soccer	0.7561	1076	San Bernardino	0.8384
1	779 m/s	0.2997	boxing	San Diego	0.7336	soccer	0.9927	1141	Moreno Valley	0.8147
0	817 m/s	0.3947	tennis	Riverside, Irvine	0.595	badminton	0.4205	-81	San Diego	0.7051
0	1446 m/s	0.5834	basketball	Riverside	0.454	badminton	1.1503	-610	San Diego	0.6178
3	724 m/s	-0.1165	badminton	Fremont, Bakersfield, Stockton, Chula Vista, San Francisco, San Bernardino	0.6596	tennis	0.7955	1270	Fremont, Bakersfield	0.9748
1	643 m/s	0.1478	tennis	San Diego, Long Beach	0.7283	soccer, football	1.2251	250	Santa Clarita, Chula Vista, Bakersfield, Fresno, San Francisco	1.2492
2	1120 m/s	0.6347	volleyball	Moreno Valley, Los Angeles, Oakland	0.2571	running	0.6018	1068	Santa Clarita	1.3336
2	1007 m/s	0.2741	motor sports	Oakland, Los Angeles	-0.4004	golf	1.3391	1418	San Francisco, Chula Vista	1.0155
